scenario,gdp_prediction,year,zip_code,total_permits_adjustment,residential_permits_adjustment,commercial_permits_adjustment,retail_permits_adjustment,total_construction_cost_adjustment,residential_construction_cost_adjustment,commercial_construction_cost_adjustment,retail_construction_cost_adjustment,gdp_impact,gdp_impact_pct
optimistic,674570.4355439352,2017,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60623,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60624,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60625,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60626,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60628,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60629,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60630,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60631,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60632,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60633,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60634,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60636,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60637,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60638,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60639,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60640,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60641,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60642,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60643,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60644,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60645,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60646,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
