year,total_population,median_household_income,median_home_value,labor_force,state,zip_code,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost,total_licenses,unique_businesses,active_licenses,unemployment_rate,real_gdp,per_capita_income,personal_income,unemployment_rate_pct_change,real_gdp_pct_change,per_capita_income_pct_change,personal_income_pct_change,total_population_zoning,median_household_income_zoning,total_housing_units,retail_space,retail_demand,retail_gap,retail_supply,retail_permits_zoning,retail_construction_cost_zoning,retail_business_count,retail_leakage,residential_permits_zoning,commercial_permits_zoning,reported_cost_zoning,total_licenses_zoning,unique_businesses_zoning,active_licenses_zoning,median_home_value_zoning,labor_force_zoning,state_zoning,total_population_property,median_household_income_property,total_housing_units_property,retail_space_property,retail_demand_property,retail_gap_property,retail_supply_property,retail_permits_property,retail_construction_cost_property,retail_business_count_property,retail_leakage_property,residential_permits_property,commercial_permits_property,reported_cost_property,total_licenses_property,unique_businesses_property,active_licenses_property,median_home_value_property,labor_force_property,state_property,total_population_multifamily_permits,median_household_income_multifamily_permits,total_housing_units_multifamily_permits,retail_space_multifamily_permits,retail_demand_multifamily_permits,retail_gap_multifamily_permits,retail_supply_multifamily_permits,retail_permits_multifamily_permits,retail_construction_cost_multifamily_permits,retail_business_count_multifamily_permits,retail_leakage_multifamily_permits,residential_permits_multifamily_permits,commercial_permits_multifamily_permits,reported_cost_multifamily_permits,total_licenses_multifamily_permits,unique_businesses_multifamily_permits,active_licenses_multifamily_permits,median_home_value_multifamily_permits,labor_force_multifamily_permits,state_multifamily_permits,retail_business_count_bizcount,vacancy_rate
2022,108997.0,53318.0,224500.0,51388.0,17.0,60629,4.0,2.0,0.0,950000.0,350000.0,0.0,2359307.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,0.0,1743450613.8,1743450613.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.1
2023,109292.0,58813.0,236300.0,51137.0,17.0,60629,5.0,1.0,2.0,358841.0,160841.0,408000.0,8534364.0,482.0,427.0,482.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,2040.0,1928337118.8,1927725118.8,612000.0,,,0,0.9996826281079001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.1
2024,109292.0,58813.0,236300.0,51137.0,17.0,60629,15.0,1.0,0.0,5268400.0,2215000.0,0.0,9725036.0,378.0,335.0,378.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,0.0,1928337118.8,1928337118.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.1
2025,109292.0,58813.0,236300.0,51137.0,17.0,60629,35.0,7.0,4.0,4878250.0,350000.0,24000.0,9422354.78,125.0,112.0,125.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,120.0,1928337118.8,1928301118.8,36000.0,,,0,0.9999813310651706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.1
2015,56653.0,62244.0,267600.0,31501.0,17.0,60630,0.0,1.0,1.0,0.0,1350000.0,55000.0,1989711.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,275.0,1057892799.5999999,1057810299.5999999,82500.0,,,0,0.9999220147825647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2016,57627.0,67469.0,274400.0,32045.0,17.0,60630,2.0,0.0,2.0,180000.0,0.0,395800.0,911376.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,1979.0,1166410818.8999999,1165817118.8999999,593700.0,,,0,0.9994910026635728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2017,57531.0,70122.0,287700.0,31578.0,17.0,60630,3.0,0.0,0.0,130000.0,0.0,0.0,739750.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,0.0,1210256634.6,1210256634.6,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2018,57344.0,72092.0,298200.0,31393.0,17.0,60630,0.0,0.0,0.0,0.0,0.0,0.0,1314294.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,1240213094.3999999,1240213094.3999999,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2019,56433.0,73212.0,301200.0,31307.0,17.0,60630,7.0,1.0,3.0,684450.0,268000.0,511000.0,2052698.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,2555.0,1239471838.8,1238705338.8,766500.0,,,0,0.9993815914359603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2020,55692.0,78703.0,307600.0,30910.0,17.0,60630,2.0,0.0,0.0,251800.0,0.0,0.0,418188.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,1314938242.8,1314938242.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2021,55591.0,84220.0,321500.0,31100.0,17.0,60630,1.0,0.0,1.0,100000.0,0.0,100000.0,232458496.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,500.0,1404562206.0,1404412206.0,150000.0,,,0,0.9998932051571947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2022,55295.0,91135.0,358000.0,30863.0,17.0,60630,5.0,0.0,2.0,203033.0,0.0,810050.0,1346958.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,4050.25,1511792947.5,1510577872.5,1215075.0,,,0,0.9991962689057325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2023,54242.0,97134.0,362900.0,30621.0,17.0,60630,4.0,0.0,2.0,212483.0,0.0,750000.0,1493426.0,417.0,352.0,417.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,3750.0,1580622728.3999999,1579497728.3999999,1125000.0,,,0,0.9992882552048719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2024,54242.0,97134.0,362900.0,30621.0,17.0,60630,12.0,1.0,2.0,10371253.0,10000000.0,114000.0,11337912.0,335.0,278.0,335.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,570.0,1580622728.3999999,1580451728.3999999,171000.0,,,0,0.9998918147911405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2025,54242.0,97134.0,362900.0,30621.0,17.0,60630,38.0,1.0,5.0,11194310.0,7279412.0,29099.0,17109815.5,120.0,107.0,120.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,145.495,1580622728.3999999,1580579079.8999999,43648.5,,,0,0.9999723852509421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.1
2015,28255.0,76400.0,320500.0,14896.0,17.0,60631,0.0,0.0,0.0,0.0,0.0,0.0,91063.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,0.0,647604600.0,647604600.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2016,28238.0,79458.0,323200.0,15279.0,17.0,60631,2.0,1.0,1.0,549465.0,299465.0,299465.0,1655566.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,1497.325,673120501.1999999,672671303.6999999,449197.5,,,0,0.9993326640635678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2017,29566.0,82226.0,340400.0,15792.0,17.0,60631,6.0,0.0,1.0,1661580.0,0.0,120000.0,2197960.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,600.0,729328174.8,729148174.8,180000.0,,,0,0.9997531975231186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2018,29529.0,91034.0,344600.0,15802.0,17.0,60631,2.0,1.0,0.0,150000.0,1000000.0,0.0,1327580.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,806442895.8,806442895.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2019,29529.0,93989.0,356900.0,15885.0,17.0,60631,2.0,0.0,1.0,210000.0,0.0,180000.0,936210.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,900.0,832620354.3,832350354.3,270000.0,,,0,0.999675722556378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2020,28864.0,102936.0,367100.0,15706.0,17.0,60631,2.0,0.0,1.0,331954.0,0.0,20000.0,1232006.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,100.0,891343411.1999999,891313411.1999999,30000.0,,,0,0.9999663429385094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2021,30589.0,103588.0,379300.0,16042.0,17.0,60631,3.0,2.0,0.0,1175000.0,442400.0,0.0,2113759.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,0.0,950595999.6,950595999.6,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2022,30418.0,112974.0,407400.0,15819.0,17.0,60631,5.0,2.0,5.0,1190000.0,2305000.0,3283500.0,6162671.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,16417.5,1030932939.5999999,1026007689.5999999,4925250.0,,,0,0.9952225311552165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2023,30308.0,117688.0,431400.0,15936.0,17.0,60631,8.0,2.0,2.0,1365000.0,1004000.0,224000.0,3817822.0,92.0,75.0,92.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,1120.0,1070066371.1999999,1069730371.1999999,336000.0,,,0,0.9996860007855184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2024,30308.0,117688.0,431400.0,15936.0,17.0,60631,9.0,0.0,2.0,939316.0,0.0,2000.0,13857869.0,257.0,211.0,257.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,10.0,1070066371.1999999,1070063371.1999999,3000.0,,,0,0.9999971964355849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2025,30308.0,117688.0,431400.0,15936.0,17.0,60631,24.0,5.0,20.0,1642409.0,120500.0,1299000.0,22782878.0,81.0,61.0,81.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,6495.0,1070066371.1999999,1068117871.1999999,1948500.0,,,0,0.9981790849124481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.1
2015,91310.0,38438.0,162400.0,43200.0,17.0,60632,1.0,12.0,7.0,1800.0,12733000.0,5661701.0,21135094.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,28308.505,1052932134.0,1044439582.5,8492551.5,,,0,0.9919343790299784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2016,91668.0,40829.0,163700.0,43635.0,17.0,60632,4.0,17.0,6.0,605000.0,26285002.0,4748000.0,31008110.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,23740.0,1122813831.6,1115691831.6,7122000.0,,,0,0.9936570072441562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2017,91644.0,42335.0,166200.0,43898.0,17.0,60632,3.0,8.0,4.0,31200.0,4753000.0,77670000.0,88759244.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,388350.0,1163924622.0,1047419622.0,116505000.0,,,0,0.8999033117799273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2018,91039.0,42758.0,171200.0,43078.0,17.0,60632,4.0,12.0,3.0,175000.0,31075665.0,14050000.0,45400625.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,70250.0,1167793668.6,1146718668.6,21075000.0,,,0,0.981953147575063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2019,89857.0,44924.0,180000.0,42776.0,17.0,60632,3.0,14.0,14.0,293000.0,9890005.0,13453700.0,20705960.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,67268.5,1211020760.3999999,1190840210.3999999,20180550.0,,,0,0.9833359173848231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2020,86715.0,46937.0,190900.0,41075.0,17.0,60632,1.0,13.0,7.0,315000.0,4322228.0,2572500.0,9086739.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,12862.5,1221042586.5,1217183836.5,3858750.0,,,0,0.9968397908126524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2021,87395.0,48791.0,203200.0,41246.0,17.0,60632,0.0,9.0,2.0,0.0,2475427.0,970750.0,78710633.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,4853.75,1279226833.5,1277770708.5,1456125.0,,,0,0.9988617147781242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2022,86372.0,53966.0,226200.0,41299.0,17.0,60632,8.0,30.0,5.0,2060000.0,10719522.0,1486178.0,25192644.92,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,7430.89,1398345405.6,1396116138.6,2229267.0,,,0,0.9984057822973692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2023,87831.0,60576.0,240600.0,42677.0,17.0,60632,6.0,14.0,10.0,908600.0,10068774.0,12900962.0,26798286.0,786.0,660.0,786.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,64504.81,1596135196.8,1576783753.8,19351443.0,,,0,0.9878760627302771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2024,87831.0,60576.0,240600.0,42677.0,17.0,60632,6.0,21.0,12.0,289525.0,28411036.0,22311763.0,44338058.0,505.0,438.0,505.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,111558.815,1596135196.8,1562667552.3,33467644.5,,,0,0.9790320741206024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2025,87831.0,60576.0,240600.0,42677.0,17.0,60632,58.0,33.0,38.0,42715479.0,78549277.0,9975837.0,97140399.2,298.0,252.0,298.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,49879.185,1596135196.8,1581171441.3,14963755.5,,,0,0.9906250074993648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.1
2015,12754.0,47136.0,122900.0,6134.0,17.0,60633,0.0,1.0,0.0,0.0,1500.0,0.0,621537.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,0.0,180351763.2,180351763.2,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2016,12817.0,50754.0,118400.0,6302.0,17.0,60633,1.0,0.0,0.0,35000.0,0.0,0.0,349707.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,195154205.4,195154205.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2017,13202.0,50164.0,117500.0,6499.0,17.0,60633,0.0,0.0,0.0,0.0,0.0,0.0,401200.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,0.0,198679538.4,198679538.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2018,12871.0,47083.0,121900.0,6134.0,17.0,60633,1.0,0.0,0.0,80000.0,0.0,0.0,826938.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,181801587.9,181801587.9,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2019,12689.0,51538.0,126900.0,5896.0,17.0,60633,1.0,0.0,0.0,50000.0,0.0,0.0,232385.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,0.0,196189704.6,196189704.6,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2020,12720.0,52193.0,139500.0,6041.0,17.0,60633,0.0,0.0,0.0,0.0,0.0,0.0,413159.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,199168488.0,199168488.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2021,12674.0,54074.0,145800.0,6307.0,17.0,60633,0.0,0.0,0.0,0.0,0.0,0.0,212864.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,0.0,205600162.79999998,205600162.79999998,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2022,12440.0,54956.0,169300.0,6266.0,17.0,60633,1.0,1.0,3.0,3500.0,150000.0,303500.0,555500.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,1517.5,205095792.0,204640542.0,455250.0,,,0,0.9977803055071944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2023,12485.0,56875.0,182100.0,5836.0,17.0,60633,4.0,1.0,2.0,94367.0,50000.0,57500.0,11471333.0,63.0,58.0,63.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,287.5,213025312.5,212939062.5,86250.0,,,0,0.9995951185378498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2024,12485.0,56875.0,182100.0,5836.0,17.0,60633,9.0,0.0,2.0,219690.0,0.0,11500.0,892879.0,27.0,25.0,27.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,57.5,213025312.5,213008062.5,17250.0,,,0,0.9999190237075699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2025,12485.0,56875.0,182100.0,5836.0,17.0,60633,8.0,3.0,1.0,1417123.0,1126900.0,15000.0,2562271.0,9.0,9.0,9.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,75.0,213025312.5,213002812.5,22500.0,,,0,0.9998943787490043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.1
2015,74093.0,56382.0,230700.0,40086.0,17.0,60634,1.0,0.0,0.0,89000.0,0.0,0.0,342580.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,0.0,1253253457.8,1253253457.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2016,73382.0,58184.0,232100.0,39807.0,17.0,60634,0.0,1.0,2.0,0.0,6000.0,396000.0,563200.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,1980.0,1280897486.3999999,1280303486.3999999,594000.0,,,0,0.9995362626546568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2017,74901.0,62223.0,240500.0,40617.0,17.0,60634,1.0,1.0,1.0,35000.0,1200.0,500.0,101500.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,2.5,1398169476.8999999,1398168726.8999999,750.0,,,0,0.999999463584342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2018,75995.0,66741.0,252000.0,40794.0,17.0,60634,0.0,0.0,1.0,0.0,0.0,1500.0,161400.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,7.5,1521594688.5,1521592438.5,2250.0,,,0,0.9999985212882136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2019,75082.0,70083.0,264300.0,40310.0,17.0,60634,0.0,0.0,0.0,0.0,0.0,0.0,170101.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,0.0,1578591541.8,1578591541.8,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2020,75604.0,72507.0,273700.0,41815.0,17.0,60634,0.0,0.0,1.0,0.0,0.0,3000.0,197716.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,15.0,1644545768.3999999,1644541268.3999999,4500.0,,,0,0.9999972636821143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2021,77520.0,75878.0,284900.0,42856.0,17.0,60634,3.0,0.0,1.0,390000.0,0.0,65000.0,837334.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,325.0,1764618768.0,1764521268.0,97500.0,,,0,0.9999447472724602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2022,75873.0,82771.0,321200.0,41958.0,17.0,60634,3.0,1.0,0.0,508000.0,85000.0,0.0,1054050.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,0.0,1884025224.8999999,1884025224.8999999,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2023,74418.0,84997.0,333900.0,40780.0,17.0,60634,5.0,0.0,2.0,931800.0,0.0,854000.0,1223002.0,513.0,421.0,513.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,4270.0,1897592023.8,1896311023.8,1281000.0,,,0,0.9993249339247143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2024,74418.0,84997.0,333900.0,40780.0,17.0,60634,14.0,4.0,2.0,558094.0,5300.0,54500.0,2550056.0,329.0,291.0,329.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,272.5,1897592023.8,1897510273.8,81750.0,,,0,0.9999569190853594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2025,74418.0,84997.0,333900.0,40780.0,17.0,60634,36.0,1.0,4.0,644395.0,0.0,17500.0,3982454.75,117.0,100.0,117.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,87.5,1897592023.8,1897565773.8,26250.0,,,0,0.9999861666787851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.1
2015,37278.0,27871.0,89500.0,15748.0,17.0,60636,1.0,0.0,0.0,50000.0,0.0,0.0,50000.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,0.0,311692541.4,311692541.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.1
2016,35779.0,27475.0,89200.0,15224.0,17.0,60636,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,294908407.5,294908407.5,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.1
