zip_code,year,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost
60600,2006,0,0,0,0.0,0.0,0.0,21167000.0
60600,2007,1,0,0,50000.0,0.0,0.0,19608210.0
60600,2017,0,0,0,0.0,0.0,0.0,0.0
60600,2024,0,0,0,0.0,0.0,0.0,75.0
60600,2025,0,0,0,0.0,0.0,0.0,1200.0
60601,2006,32,63,24,88602868.0,28585972.0,15989216.0,165590072.0
60601,2007,28,42,14,154012279.87,29052424.87,44423003.87,231827603.87
60601,2008,0,5,0,0.0,4996000.0,0.0,8335570.0
60601,2009,0,1,3,0.0,750000.0,425000.0,1588241.0
60601,2010,0,3,1,0.0,2838000.0,25000.0,49401289.0
60601,2011,0,8,0,0.0,3020000.0,0.0,39117802.0
60601,2012,0,5,0,0.0,3548600.0,0.0,4418082.0
60601,2013,2,2,0,64550.0,1075000.0,0.0,1802037.0
60601,2014,0,3,0,0.0,1070000.0,0.0,1429145.0
60601,2015,2,1,2,342028.0,366697.0,225001.0,4824315.0
60601,2016,1,6,4,525000.0,3194000.0,2335000.0,10314000.0
60601,2017,4,5,1,1050000.0,3777772.0,500000.0,6415372.0
60601,2018,5,2,1,4740000.0,850000.0,100000.0,6320414.0
60601,2019,1,4,1,124289.0,3256989.0,500000.0,6316471.0
60601,2020,2,1,2,205000.0,363190.0,578190.0,1043124.0
60601,2021,2,9,5,123256.0,4285110.0,6170440.0,15029972.0
60601,2022,0,25,9,0.0,17228816.0,16196000.0,32518655.0
60601,2023,2,12,4,31663.0,12167000.0,2605000.0,20943696.0
60601,2024,62,16,8,2705097.0,16538128.0,16176961.0,27907374.75
60601,2025,41,28,33,2505489.0,13413165.0,6502246.0,53628844.0
60602,2006,22,130,65,10691400.0,99083923.0,49359800.0,335665982.0
60602,2007,45,66,40,28986700.0,111657293.0,24208255.0,508569669.0
60602,2008,7,5,6,1843500.0,918000.0,1140000.0,13245625.0
60602,2009,6,8,7,5252200.0,1518100.0,4617100.0,10317918.0
60602,2010,0,0,2,0.0,0.0,15500.0,453894.0
60602,2011,1,3,1,58000.0,3750000.0,100000.0,6639924.0
60602,2012,2,4,3,350050.0,2515000.0,1520000.0,15019266.0
60602,2013,1,4,0,1.0,1603000.0,0.0,6807408.0
60602,2014,1,3,0,15600.0,78500.0,0.0,7559158.0
60602,2015,5,2,1,20202.0,360000.0,45000.0,8855625.0
60602,2016,0,5,2,0.0,888137.0,209715.0,51286865.0
60602,2017,1,1,1,30000.0,110000.0,5000000.0,22018430.0
60602,2018,2,4,3,12250000.0,19642336.0,12115000.0,43432492.0
60602,2019,1,2,5,170000000.0,4487583.0,171385000.0,183029075.0
60602,2020,6,3,3,985075.0,3024371.0,1868000.0,15065431.0
60602,2021,7,1,1,4048951.0,35000.0,10000.0,15695982.0
60602,2022,8,5,2,7637400.0,8420000.0,6265000.0,34851280.0
60602,2023,21,6,6,34758500.0,34908712.0,5450460.0,115386128.0
60602,2024,20,10,8,33673166.0,35515185.0,15660881.0,144831339.0
60602,2025,34,11,14,46222187.0,54608837.0,27552640.0,147150417.0
60603,2006,8,107,8,14782545.0,22133349.0,1306600.0,362725245.0
60603,2007,3,100,10,1515500.0,21617713.0,4982000.0,176193734.0
60603,2008,1,3,0,9000000.0,1655950.0,0.0,12125951.0
60603,2009,5,3,1,700870.0,1005523.0,200000.0,6405577.0
60603,2010,1,4,0,103000000.0,339970.0,0.0,109091129.0
60603,2011,3,7,6,604500.0,4526000.0,5044402.0,25904133.0
60603,2012,0,10,2,0.0,3741070.0,118702.0,23917597.0
60603,2013,1,7,1,20000.0,3956250.0,400000.0,5734222.0
60603,2014,0,4,0,0.0,918050.0,0.0,7462500.0
60603,2015,1,0,0,500.0,0.0,0.0,346455.0
60603,2016,0,8,1,0.0,2611750.0,250000.0,4278495.0
60603,2017,4,6,1,23827950.0,9770830.0,50000.0,55017432.0
60603,2018,3,4,2,1835800.0,4230630.0,50001.0,10147339.0
60603,2019,1,4,0,200000.0,1405071.0,0.0,5238646.0
60603,2020,2,1,2,26080000.0,988650.0,26988650.0,27192454.0
60603,2021,1,4,2,150000.0,2611950.0,12055000.0,17967440.0
60603,2022,1,1,2,500000.0,1200000.0,3100000.0,6550020.0
60603,2023,2,4,0,75000.0,1186375.0,0.0,3327800.0
60603,2024,8,3,2,3581800.0,27650000.0,27625000.0,106525108.26
60603,2025,17,3,9,1888721.0,56494500.0,64754500.0,73757973.0
60604,2006,6,19,10,41550000.0,43177355.0,12391950.0,83700408.0
60604,2007,16,17,26,93724094.0,51285396.0,10056131.0,184480987.0
60604,2008,1,0,0,200000.0,0.0,0.0,629600.0
60604,2009,0,0,3,0.0,0.0,293000.0,510000.0
60604,2010,0,1,0,0.0,50000.0,0.0,185986.0
60604,2011,2,2,0,202000.0,1190300.0,0.0,1995803.0
60604,2012,1,6,4,150000.0,3565130.0,21165130.0,24421053.0
60604,2013,0,0,3,0.0,0.0,945000.0,8521306.0
60604,2014,1,0,0,150000.0,0.0,0.0,309203.0
60604,2015,0,0,1,0.0,0.0,500000.0,530203.0
60604,2016,1,1,2,300000.0,1500000.0,1800000.0,2112802.0
60604,2017,0,1,1,0.0,125000.0,125000.0,1142902.0
60604,2018,1,1,0,80000.0,224000.0,0.0,1543023.0
60604,2019,1,1,0,60000.0,1.0,0.0,1162849.0
60604,2020,1,1,2,2000.0,200000.0,400000.0,1037551.0
60604,2021,3,0,3,820000.0,0.0,50602000.0,52656059.0
60604,2022,5,1,1,590000.0,150000.0,570000.0,2013135.0
60604,2023,3,0,0,800000.0,0.0,0.0,2944778.0
60604,2024,4,1,2,236518.0,1000000.0,420000.0,3432319.0
60604,2025,15,7,15,784175.0,1741069.0,2555104.0,9786381.0
60605,2006,45,18,18,50116134.0,2748200.0,39075933.0,166199971.0
60605,2007,34,17,20,24824864.0,2822500.0,5010900.0,74260144.0
60605,2008,1,0,0,2500000.0,0.0,0.0,19313100.0
60605,2009,4,0,0,9540000.0,0.0,0.0,9840545.17
60605,2010,0,0,2,0.0,0.0,220000.0,417050.0
60605,2011,0,3,1,0.0,2210000.0,775000.0,9182603.0
60605,2012,2,5,0,34070325.0,1885000.0,0.0,35997825.0
60605,2013,0,3,0,0.0,212000.0,0.0,6717000.0
60605,2014,2,3,0,500000.0,2688150.0,0.0,3439352.0
60605,2015,0,1,0,0.0,456000.0,0.0,717250.0
60605,2016,5,3,4,10523807.0,11032300.0,1048807.0,12403108.0
60605,2017,12,3,1,47400000.0,38900000.0,100000.0,63871452.0
60605,2018,0,7,3,0.0,4603100.0,2303000.0,4722100.0
60605,2019,3,9,4,775000.0,7025300.0,275000.0,11593316.0
60605,2020,0,4,4,0.0,37748277.0,12190000.0,49417080.0
60605,2021,3,6,0,470000.0,15999056.0,0.0,20933656.0
60605,2022,5,11,12,865000.0,7904826.0,7380500.0,22796204.0
60605,2023,9,11,27,3757230.0,9786752.0,18269198.0,28881041.0
60605,2024,5,12,15,367000.0,14518745.0,19815531.0,56464121.0
60605,2025,42,11,25,39624716.0,27627244.0,35970844.0,106851995.0
60606,2006,41,82,34,34210907.5,29777338.0,23417259.0,118780211.4
60606,2007,18,75,27,161115950.0,20460604.0,5253600.0,242745803.0
60606,2008,6,9,2,11666500.0,13227250.0,90000.0,19283534.11
60606,2009,2,6,2,200450.0,995500.0,200001.0,3243977.0
60606,2010,0,7,1,0.0,425365.0,225000.0,1589877.0
60606,2011,0,8,2,0.0,8611000.0,83000.0,14152292.0
60606,2012,1,13,1,4500000.0,3522154.0,110000.0,71158386.0
60606,2013,2,12,1,2506850.0,10309730.0,10000.0,13363863.0
60606,2014,3,14,2,230000.0,26539240.0,250850.0,43535839.0
60606,2015,2,16,6,831200.0,496086983.0,35420000.0,530943727.0
60606,2016,0,10,10,0.0,268450500.0,263008000.0,288819598.0
60606,2017,4,9,10,3114000.0,11846000.0,4706005.0,15164695.0
60606,2018,7,13,9,2671894.0,8433000.0,103995000.0,233731266.0
60606,2019,9,4,11,334445000.0,1695000.0,337821455.0,353410128.8
60606,2020,5,6,4,4679800.0,66635000.0,2400000.0,81311689.0
60606,2021,8,14,9,346855000.0,17925781.0,11146245.0,368424622.0
60606,2022,4,11,12,163864995.0,166858604.0,13946650.0,187613131.0
60606,2023,11,11,11,6960167.0,12261315.0,10188844.0,64000646.0
60606,2024,18,9,21,6149191.0,17815188.0,73336839.0,87315056.5
60606,2025,93,23,52,3036078.0,21730386.0,25846113.0,120169103.96000001
60607,2006,100,38,42,140996480.0,49653385.0,12380175.0,374906317.0
60607,2007,85,31,31,144715020.0,15638500.0,58082694.0,327235184.0
60607,2008,8,9,3,4660000.0,5410000.0,820000.0,30167777.0
60607,2009,3,0,4,16590000.0,0.0,651274.0,17354844.0
60607,2010,2,4,4,40000.01,680000.0,522500.0,1511601.01
60607,2011,1,4,2,10000.0,4786000.0,47302000.0,52381501.0
60607,2012,1,5,2,1619000.0,898000.0,125000.0,3156465.0
60607,2013,3,5,4,31203870.0,5734000.0,10193870.0,45077420.0
60607,2014,5,9,5,211600000.0,5852520.0,30544000.0,219219495.0
60607,2015,3,13,7,8295000.0,4237624.0,9497000.0,15766725.0
60607,2016,3,10,8,107450000.0,46433000.0,110673000.0,131267152.0
60607,2017,9,10,10,36601025.0,48182030.0,59726030.0,100998438.0
60607,2018,7,2,7,8194370.36,830900.0,8202900.0,11782210.36
60607,2019,4,5,5,552000.0,11606000.0,6206000.0,46602474.0
60607,2020,6,9,7,516000.0,5387000.0,3595000.0,51721352.0
60607,2021,7,4,7,14072251.0,351000.0,1584651.0,62278717.0
60607,2022,3,5,8,1304200.0,4016000.0,2436460.0,34660084.0
60607,2023,5,7,19,1176698.0,3253755.0,20896299.0,42476719.0
60607,2024,25,7,14,4216273.0,21119806.0,3919206.0,32018783.0
60607,2025,63,8,35,16158634.0,18788109.0,66282100.0,117790190.65
60608,2006,63,5,7,14633509.5,988230.0,736500.0,28130247.5
60608,2007,66,10,15,45313828.0,7187145.0,3786425.0,64891935.0
60608,2008,7,0,11,82718095.0,0.0,2513542.0,86535333.01
60608,2009,1,0,1,14940.0,0.0,200000.0,963005.0
60608,2010,9,3,3,433016.0,5000000.0,421760.0,7144243.0
60608,2011,4,0,2,97180000.0,0.0,97036000.0,97831812.0
60608,2012,1,1,4,3500.0,9500.0,3221854.0,77491363.0
60608,2013,3,1,2,170350.0,180000.0,110000.0,848547.0
60608,2014,3,1,0,44211000.0,200000.0,0.0,44926170.0
60608,2015,3,0,2,43284000.0,0.0,95000.0,43919444.0
60608,2016,3,3,2,370000.0,3900000.0,1015000.0,4894431.0
60608,2017,6,3,6,1691294.0,2616930.0,3647440.0,15384909.0
60608,2018,6,8,6,760000.0,1971581.0,2459600.0,5920904.0
60608,2019,5,5,3,74461.0,589001.0,665000.0,6034094.0
60608,2020,6,6,6,2585000.0,1935525.0,2928000.0,6079818.0
60608,2021,7,6,4,4875030.0,2427054.0,1331279.0,15151651.0
60608,2022,6,12,11,2527000.0,9422811.0,5080179.0,24854139.0
60608,2023,12,3,5,2289055.0,1125000.0,7440000.0,23038528.35
60608,2024,11,6,14,7126703.0,6746628.0,8440750.0,194099867.06
60608,2025,68,23,49,6579772.0,24148864.0,102603660.0,174240366.0
60609,2006,17,0,3,622055.0,0.0,53500.0,4009300.0
60609,2007,17,3,4,1544690.0,723500.0,268840.0,7701126.29
60609,2008,4,0,3,765000.0,0.0,1033000.0,1347100.0
60609,2009,0,0,0,0.0,0.0,0.0,88801.0
60609,2010,2,0,1,20000.0,0.0,10000.0,68800.0
60609,2011,1,0,0,3000.0,0.0,0.0,68500.0
60609,2012,3,0,0,685000.0,0.0,0.0,1146500.0
60609,2013,0,0,0,0.0,0.0,0.0,300000.0
60609,2014,0,0,0,0.0,0.0,0.0,153981.0
60609,2015,1,0,1,38000.0,0.0,38000.0,154000.0
60609,2016,1,0,0,250000.0,0.0,0.0,776301.0
60609,2017,1,0,0,1.0,0.0,0.0,138801.0
60609,2018,2,1,3,125000.0,900000.0,141797.0,1794297.0
60609,2019,1,0,0,450000.0,0.0,0.0,904018.0
60609,2020,17,0,1,6131145.399999999,0.0,201000.0,6695447.399999999
60609,2021,3,0,0,813762.5900000001,0.0,0.0,2029323.59
60609,2022,3,1,0,760000.0,650000.0,0.0,2991767.0
60609,2023,3,0,2,531080.0,0.0,101000.0,1563186.0
60609,2024,6,0,0,356200.0,0.0,0.0,2713300.0
60609,2025,26,9,4,1754700.0,13006500.0,14070000.0,19580041.5
60610,2006,88,55,40,356178042.0,29728480.0,54745357.0,478700990.01
60610,2007,115,35,41,750143597.0,16375697.0,116235051.0,932240946.0
60610,2008,11,6,14,13480400.0,2586842.0,29041372.0,113717537.0
60610,2009,4,3,4,711000.0,8664055.0,106788360.0,118726135.0
60610,2010,2,4,1,2475000.0,4150000.0,150000.0,5355600.0
60610,2011,1,1,0,187181.0,400000.0,0.0,3096949.0
60610,2012,1,3,0,50000.0,6120000.0,0.0,6586713.0
60610,2013,1,2,1,100000.0,510800.0,187110.0,2310110.0
60610,2014,3,0,0,23365000.0,0.0,0.0,23532200.0
60610,2015,3,0,0,53575000.0,0.0,0.0,59245352.0
60610,2016,0,1,1,0.0,450000.0,450000.0,853525.0
60610,2017,4,2,3,1040000.0,2399378.0,2175030.0,3471031.0
60610,2018,0,0,0,0.0,0.0,0.0,120397.0
60610,2019,6,1,0,2460000.0,2500000.0,0.0,9513697.0
60610,2020,2,0,1,120000.0,0.0,741670.0,1226642.47
60610,2021,7,0,1,1680492.0,0.0,793768.0,9704300.0
60610,2022,11,1,2,2196507.0,300000.0,3300000.0,7703527.0
60610,2023,15,5,4,1726592.0,622500.0,1826528.0,6502805.0
60610,2024,12,1,3,2450223.0,464800.0,1180000.0,13551163.0
60610,2025,59,5,10,18641768.0,1153000.0,9968602.0,35845409.0
60611,2006,58,28,35,232206256.0,102634465.0,17960127.0,399153644.0
60611,2007,38,54,30,175245045.0,10958820.0,10956085.0,253372250.0
60611,2008,9,6,6,8678186.0,3885800.0,6827800.0,37589800.0
60611,2009,1,3,0,4300000.0,805000.0,0.0,6957600.0
60611,2010,5,4,2,4723018.0,734000.0,820000.0,6363318.0
60611,2011,0,5,3,0.0,2726700.0,651000.0,4426193.0
60611,2012,0,7,0,0.0,2990350.0,0.0,4144011.0
60611,2013,2,2,0,20000000.0,3287500.0,0.0,28685644.0
60611,2014,1,6,2,2000000.0,3313955.0,839841.0,8632297.0
60611,2015,2,7,3,52000000.0,1913940.0,660000.0,54783942.0
60611,2016,4,8,6,60170000.0,8709093.0,65790000.0,105374094.0
60611,2017,0,12,5,0.0,10838165.0,3455609.0,120272350.0
60611,2018,1,26,15,25000.0,76853356.0,37572050.0,99445969.0
60611,2019,3,26,12,356610.0,42122622.0,30238800.0,62808449.0
60611,2020,4,16,0,2720000.0,11595232.0,0.0,13442422.0
60611,2021,9,5,5,16054015.0,34148000.0,3374090.0,50675614.0
60611,2022,11,5,8,14677364.0,63036726.0,57408726.0,105342156.0
60611,2023,16,10,8,30412000.0,82400499.0,22116390.0,121357449.0
60611,2024,10,7,10,20450536.0,12499810.0,14966075.0,67700784.0
60611,2025,58,8,17,5772041.0,10332700.0,2640611.0,112766586.0
60612,2006,43,10,14,13106148.0,1231360.0,68803020.0,145410335.0
60612,2007,69,12,19,17546567.0,5100620.0,1061800.0,61590977.6
60612,2008,3,2,3,3167500.0,190000.0,210000.0,4183090.0
60612,2009,0,1,0,0.0,20000.0,0.0,499000.0
60612,2010,1,0,0,65000.0,0.0,0.0,518700.0
60612,2011,0,0,0,0.0,0.0,0.0,31000.0
60612,2012,2,0,2,111000.0,0.0,5000.0,157601.0
60612,2013,1,0,1,250000.0,0.0,1000.0,15419703.0
60612,2014,1,0,2,35000.0,0.0,2000.0,3592001.0
60612,2015,3,1,3,236000.0,8000.0,22000.0,529100.0
60612,2016,2,0,1,150000.0,0.0,50.0,847400.0
60612,2017,1,0,1,250000.0,0.0,1000.0,903300.0
60612,2018,2,0,1,315000.0,0.0,1024215.0,4340503.0
60612,2019,5,0,0,1400000.0,0.0,0.0,2306435.0
60612,2020,2,2,2,325520.0,739620.0,864620.0,1845022.0
60612,2021,1,0,4,25000.0,0.0,84101.0,2271706.0
60612,2022,5,2,1,330467.0,78000.0,3320000.0,5590238.0
60612,2023,7,1,2,883902.0,167173.0,164716.0,4877690.0
60612,2024,8,1,2,545260.0,150000.0,32000.0,84794842.0
60612,2025,20,5,5,1270068.0,2329458.0,6523328.0,19735727.0
60613,2006,41,1,12,54422401.0,100000.0,46035351.0,74318558.0
60613,2007,38,5,16,8958483.0,435000.0,4056010.0,38330571.01
60613,2008,4,0,1,4130000.0,0.0,1100000.0,5692613.0
60613,2009,1,0,0,500000.0,0.0,0.0,615749.0
60613,2010,2,0,0,220000.0,0.0,0.0,955220.0
60613,2011,1,0,1,20000.0,0.0,5000.0,1572500.0
60613,2012,0,1,0,0.0,2000000.0,0.0,2000000.0
60613,2013,0,0,1,0.0,0.0,325000.0,535000.0
60613,2014,2,0,0,480000.0,0.0,0.0,552243.0
60613,2015,3,1,2,800000.0,150000.0,310000.0,1374501.0
60613,2016,2,0,2,75001.0,0.0,450001.0,1353194.0
60613,2017,3,1,3,30150000.0,75000.0,30075000.0,30570250.0
60613,2018,2,1,3,485000.0,50000.0,1625000.0,2141888.0
60613,2019,2,0,0,450000.0,0.0,0.0,2106329.0
60613,2020,2,0,0,544950.0,0.0,0.0,1238867.0
60613,2021,0,0,0,0.0,0.0,0.0,1182446.0
60613,2022,7,0,3,3720000.0,0.0,104500.0,5472363.0
60613,2023,5,1,0,684000.0,500000.0,0.0,2541468.0
60613,2024,10,0,3,872201.0,0.0,35000.0,2287337.0
60613,2025,31,4,7,20763276.0,20250.0,12050100.0,31793926.0
60614,2006,58,27,20,225140499.0,4580000.0,3681135.0,348665364.26
60614,2007,30,7,19,20378419.0,198811187.0,4254659.0,265651437.0
60614,2008,1,0,2,150000.0,0.0,215000.0,2838777.0
60614,2009,0,0,1,0.0,0.0,324.0,946646.0
60614,2010,1,0,1,25000.0,0.0,250000.0,432007.0
60614,2011,2,0,1,290000.0,0.0,96000.0,658010.0
60614,2012,2,3,0,21985000.0,420000.0,0.0,22408209.0
60614,2013,1,0,0,50000.0,0.0,0.0,324106.0
60614,2014,5,0,2,578000.0,0.0,170000.0,1358446.0
60614,2015,1,1,1,50000.0,30000.0,55000.0,661399.0
60614,2016,8,1,2,3204501.0,2500.0,112500.0,3703009.0
60614,2017,3,0,2,485000.0,0.0,150000.0,721598.0
60614,2018,0,3,4,0.0,1325000.0,1474000.0,2255808.0
60614,2019,6,2,3,1350000.0,498000.0,7925000.0,11625068.0
60614,2020,3,11,0,30078000.0,38050841.0,0.0,71266880.0
60614,2021,4,8,2,4661500.0,21511067.0,1648266.0,28717440.0
60614,2022,11,14,9,12507455.0,20401000.0,11799600.0,29499745.0
60614,2023,5,3,6,78791500.0,79895000.0,81785000.0,86560706.0
60614,2024,21,1,6,7666140.0,90000.0,5488700.0,12574238.0
60614,2025,55,6,16,8966429.0,5749500.0,9275560.0,20995189.33
60615,2006,15,3,4,2896300.0,351486.0,988500.0,88922065.0
60615,2007,7,6,1,1531500.0,3838000.0,2000.0,33773689.74
60615,2008,2,1,0,570000.0,150000.0,0.0,1431575.0
60615,2009,2,1,1,330000.0,250000.0,250000.0,2746000.0
60615,2010,0,0,1,0.0,0.0,50000.0,59888.0
60615,2011,1,0,1,44000.0,0.0,30000.0,108743.0
60615,2012,1,0,0,100000.0,0.0,0.0,122574.0
60615,2013,0,1,2,0.0,2000.0,555000.0,618501.0
60615,2014,2,0,1,16055000.0,0.0,16000000.0,16216194.0
60615,2015,1,0,1,500000.0,0.0,1000.0,645456.0
60615,2016,2,1,1,76500.0,65000.0,11500.0,353330.0
60615,2017,2,0,4,90000.0,0.0,86500.0,379100.0
60615,2018,3,1,0,562000.0,2700.0,0.0,2983114.0
60615,2019,2,0,1,400300.0,0.0,12000.0,1323735.0
60615,2020,1,0,0,100000.0,0.0,0.0,453315.0
60615,2021,0,1,1,0.0,111475.0,2400000.0,3126097.0
60615,2022,7,0,0,1281262.0,0.0,0.0,2955778.0
60615,2023,10,0,1,773180.0,0.0,25000.0,7179548.0
60615,2024,14,0,1,2148160.0,0.0,75000.0,6141795.0
60615,2025,17,4,1,1531087.0,19174150.0,400000.0,21463602.0
