indicator,description,date,value
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-07-22,5.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-07-29,6.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-08-05,5.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-08-12,5.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-08-19,5.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-08-26,5.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-09-02,5.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-09-09,5.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-09-16,5.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-09-23,5.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-09-30,5.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-10-07,5.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-10-14,5.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-10-21,5.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-10-28,5.64
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-11-04,5.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-11-11,5.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-11-18,5.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-11-24,5.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-12-02,5.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-12-09,5.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-12-16,5.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-12-22,5.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2004-12-29,5.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-01-06,5.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-01-13,5.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-01-20,5.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-01-27,5.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-02-03,5.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-02-10,5.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-02-17,5.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-02-24,5.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-03-03,5.79
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-03-10,5.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-03-17,5.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-03-24,6.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-03-31,6.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-04-07,5.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-04-14,5.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-04-21,5.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-04-28,5.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-05-05,5.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-05-12,5.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-05-19,5.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-05-26,5.65
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-06-02,5.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-06-09,5.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-06-16,5.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-06-23,5.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-06-30,5.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-07-07,5.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-07-14,5.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-07-21,5.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-07-28,5.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-08-04,5.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-08-11,5.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-08-18,5.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-08-25,5.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-09-01,5.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-09-08,5.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-09-15,5.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-09-22,5.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-09-29,5.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-10-06,5.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-10-13,6.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-10-20,6.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-10-27,6.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-11-03,6.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-11-10,6.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-11-17,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-11-23,6.28
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-12-01,6.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-12-08,6.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-12-15,6.3
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-12-22,6.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2005-12-29,6.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-01-05,6.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-01-12,6.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-01-19,6.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-01-26,6.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-02-02,6.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-02-09,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-02-16,6.28
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-02-23,6.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-03-02,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-03-09,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-03-16,6.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-03-23,6.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-03-30,6.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-04-06,6.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-04-13,6.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-04-20,6.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-04-27,6.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-05-04,6.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-05-11,6.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-05-18,6.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-05-25,6.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-06-01,6.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-06-08,6.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-06-15,6.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-06-22,6.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-06-29,6.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-07-06,6.79
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-07-13,6.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-07-20,6.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-07-27,6.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-08-03,6.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-08-10,6.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-08-17,6.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-08-24,6.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-08-31,6.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-09-07,6.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-09-14,6.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-09-21,6.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-09-28,6.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-10-05,6.3
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-10-12,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-10-19,6.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-10-26,6.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-11-02,6.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-11-09,6.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-11-16,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-11-22,6.18
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-11-30,6.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-12-07,6.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-12-14,6.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-12-21,6.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2006-12-28,6.18
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-01-04,6.18
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-01-11,6.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-01-18,6.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-01-25,6.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-02-01,6.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-02-08,6.28
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-02-15,6.3
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-02-22,6.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-03-01,6.18
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-03-08,6.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-03-15,6.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-03-22,6.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-03-29,6.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-04-05,6.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-04-12,6.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-04-19,6.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-04-26,6.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-05-03,6.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-05-10,6.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-05-17,6.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-05-24,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-05-31,6.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-06-07,6.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-06-14,6.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-06-21,6.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-06-28,6.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-07-05,6.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-07-12,6.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-07-19,6.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-07-26,6.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-08-02,6.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-08-09,6.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-08-16,6.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-08-23,6.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-08-30,6.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-09-06,6.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-09-13,6.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-09-20,6.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-09-27,6.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-10-04,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-10-11,6.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-10-18,6.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-10-25,6.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-11-01,6.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-11-08,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-11-15,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-11-21,6.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-11-29,6.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-12-06,5.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-12-13,6.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-12-20,6.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2007-12-27,6.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-01-03,6.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-01-10,5.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-01-17,5.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-01-24,5.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-01-31,5.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-02-07,5.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-02-14,5.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-02-21,6.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-02-28,6.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-03-06,6.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-03-13,6.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-03-20,5.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-03-27,5.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-04-03,5.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-04-10,5.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-04-17,5.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-04-24,6.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-05-01,6.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-05-08,6.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-05-15,6.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-05-22,5.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-05-29,6.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-06-05,6.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-06-12,6.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-06-19,6.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-06-26,6.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-07-03,6.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-07-10,6.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-07-17,6.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-07-24,6.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-07-31,6.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-08-07,6.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-08-14,6.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-08-21,6.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-08-28,6.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-09-04,6.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-09-11,5.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-09-18,5.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-09-25,6.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-10-02,6.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-10-09,5.94
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-10-16,6.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-10-23,6.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-10-30,6.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-11-06,6.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-11-13,6.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-11-20,6.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-11-26,5.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-12-04,5.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-12-11,5.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-12-18,5.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-12-24,5.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2008-12-31,5.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-01-08,5.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-01-15,4.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-01-22,5.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-01-29,5.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-02-05,5.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-02-12,5.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-02-19,5.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-02-26,5.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-03-05,5.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-03-12,5.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-03-19,4.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-03-26,4.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-04-02,4.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-04-09,4.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-04-16,4.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-04-23,4.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-04-30,4.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-05-07,4.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-05-14,4.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-05-21,4.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-05-28,4.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-06-04,5.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-06-11,5.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-06-18,5.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-06-25,5.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-07-02,5.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-07-09,5.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-07-16,5.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-07-23,5.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-07-30,5.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-08-06,5.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-08-13,5.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-08-20,5.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-08-27,5.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-09-03,5.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-09-10,5.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-09-17,5.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-09-24,5.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-10-01,4.94
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-10-08,4.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-10-15,4.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-10-22,5.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-10-29,5.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-11-05,4.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-11-12,4.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-11-19,4.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-11-25,4.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-12-03,4.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-12-10,4.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-12-17,4.94
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-12-24,5.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2009-12-31,5.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-01-07,5.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-01-14,5.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-01-21,4.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-01-28,4.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-02-04,5.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-02-11,4.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-02-18,4.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-02-25,5.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-03-04,4.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-03-11,4.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-03-18,4.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-03-25,4.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-04-01,5.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-04-08,5.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-04-15,5.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-04-22,5.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-04-29,5.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-05-06,5.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-05-13,4.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-05-20,4.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-05-27,4.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-06-03,4.79
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-06-10,4.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-06-17,4.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-06-24,4.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-07-01,4.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-07-08,4.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-07-15,4.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-07-22,4.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-07-29,4.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-08-05,4.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-08-12,4.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-08-19,4.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-08-26,4.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-09-02,4.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-09-09,4.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-09-16,4.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-09-23,4.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-09-30,4.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-10-07,4.27
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-10-14,4.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-10-21,4.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-10-28,4.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-11-04,4.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-11-11,4.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-11-18,4.39
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-11-24,4.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-12-02,4.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-12-09,4.61
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-12-16,4.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-12-23,4.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2010-12-30,4.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-01-06,4.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-01-13,4.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-01-20,4.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-01-27,4.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-02-03,4.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-02-10,5.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-02-17,5.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-02-24,4.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-03-03,4.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-03-10,4.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-03-17,4.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,2011-03-24,4.81
